text	validation
Muy suave y calentito. Muy suave por la zona del polar y calentito. Yo lo uso para diario y me va de maravilla, cumple su función. Fabricación española	1
No me parece funcional.. No hace una buena función estabilizadora, es muy blanda.	0
Demasiado grande. No es que esté mal o me haya decepcionado el producto, es simplemente que es mucho más grande de lo que me esperaba... y lo cierto es que, como brazalete para correr resulta demasiado aparatoso.	0
BUENA COMPRA. Prestar atención a la talla. Leí que venía grande y compré una talla inferior a la mía. Me queda perfecto.	1
Para Enduro. Es un caballete de calidad, pero sólo vale para motos Enduro muy altas. El problema es que al no ser prime si lo has de devolver los portes los pagas tu y son 20€. Cuidado.	0
Color erroneo. Pedí color verde talla s y me llegó negra	0
Malísimo de calidad y no devuelven dinero. Malísima calidad, al 5 día de llevarla a la piscina se descosio un lateral, solicite la devolución y me dijeron q la garantía no cubría el mal uso de la esterilla..... Q mal uso , ? .	0
Todo correcto. Producto que cumple con su funcion, simple, pequeño y robusto	1
La tiré los dos días el reló no se mantiene dentro en condiciones segura. La tiré los dos días el reló no se mantiene dentro en condiciones segura	0
Calidad acorde al precio. Las protecciones parecen un poco flojas. Pero yo lo he usado para hockey y es suficiente. Se transparenta así que hay que usarlos con un pantalón debajo.	0
Malo. Al cabo de un mes se me ha desmontado entera. Me arrepiento de la compra, casi no tiene uso, es pesada y encima de mala calidad.	0
Funciona y el precio es correcto. ¿Qué más se puede pedir?. PROS: Precio adecuado, tamaño muy pequeño, cabe en un bolsillo. Lleva una dinamo que en caso de emergencia sirve hasta para cargar el móvil. CONTRAS: La batería dura poco, solo un par de horas. No es suficiente para acampada libre seria.	1
Para mi pequeña. Más o menos es lo que ofrece, aunque a mi se me queda pequeña	0
Calidad-precio. Llevo usándolas unas semanas todos los días en mis entrenamientos de fuerza y van muy bien, al principio me costo adaptarme a ellas porque las apretaba mucho y me cortaban la circulación de la sangre, pero en cuanto les pillé el punto van perfectas. Son mas gruesas de lo normal y por eso me gustan mucho, te sujeta bien la muñeca pero no pierdes movilidad. Con el precio que tienen si me duran un año volvería a comprármelas sin duda alguna.	1
Mala gestión. Muy mala gestión, el artículo se perdió en el trayecto del envío y el vendedor solo nos decía que mirarse en el buzón después de un mes. Gracias a Amazon recuperé el dinero vuelvo a decir GRACIAS A AMAZON	0
grande. muy buena compra. recomendable.	1
No me duró nada. Las compré para sustituir la original porque se me rompió, y desde el principio notaba que se desabrochaba muy fácilmente, tanto que un día se me soltó y la perdí para siempre. Solo las compraría como algo muy temporal, hasta tener una mejor	0
Funcionales, pero pequeños. Son de buena calidad, pero son pequeños, en mi caso son para un número 44 y son bastante justas, para enganchar por debajo de la zapatilla y que no estorbe con las calas. Para números más pequeños es muy recomendable.	0
Bonitas y prácticas!. Bonitas, prácticas y cómodas!	1
Muy actuales. Están chulas y buen precio	1
Los frenos. La bicicleta muy bien, pero vino defectuoso los pedales y tuve que ponerlos nuevos.	0
Envian el modelo que quieren. La navaja tiene el simbolo de proteccion civil, la pedi sin simbolo... En este caso me la quedo por evitar devoluciones etc, pero si llega a ser otro simbolo la devolvería.	0
Gafas ski. Bonitas gafas de ski,se ve estupendamente y muy clarito sin molestar el sol .Son ajustables y cómodas por que son de goma ancha.Son muy bonitas.	1
Buena calidad. Parecen cuero de calidad, bien cosido, pero llegan a ser incómodas las protecciones plásticas de los nudillos, que se clavan	1
Precio y ajuste. Gafas deportivas de muy buena calidad. Polarizadas que vienen con funda rígida y una bolsa aparte. Ajustan muy bien a la cara. Ligeras y son negro mate	1
Miguel Ángel Castro. Es una gran metida,lo he comprado,recibido, y no puedo ni ponerlo en hora.El software otra metida,no conecta con la pulsera,no funciona,no va,no marcha,mala calidad de la correa,en fin,un despropósito,al menos para mi.Ni una estrella.	0
Estoy con problemas. En este momento estoy con problemas de recibir notificaciones. No las consigo recibir en el mobil. Ya lo configure y nada. El suporte no ayuda mucho, perece que no saben de que va!!! Aparte de eso, la pulsera parece bien.	0
en la foto me gustaron, creia que me podrian gustar, pero son bastante flojitos, para niñas con pocas carnes.. me gustaron en la foto, pero una vez puestos a mi no me sujetan lo que yo esperaba, son unas mallas corrientes.	0
El problema son los velcros. Rodillera que aporta mucha sujeción y estabilidad a la rodilla......... hasta que los velcros te dejan usarla porque a las semanas de usarla estos dejan de pegar, te pones la rodillera con la pierna estirada y una vez puesta al doblar o hacer cualquier mínimo gesto con la rodilla los velcros despegados y ya no tienes sujeción. Deberían sustituir los velcros por otros más potentes como los de las vendas elásticas de rodillas para mis entrenamientos de piernas q compré hace poco aquí en Amazon.	0
Tapón roto. Ha venido con el tapón roto.	0
MALISIMO. A los pocos dias de tenerlo dejo de funcionar. No sabemos que ha podido pasar, pues le hemos dado un buen uso	0
practico. No se adapta bien a la cámara y tuve que limarlo. al soporte de garmin si queda perfecto.	0
Correcto. Es tal cual se ve en la imagen	1
Se aprecia muy fuerte. Lo hemos comprado por las buenas referencias de este material, hasta ahora ha funcionado para asegurar la bicicleta espero siga así!!	1
Todo ok. Envio dentro del plazo. Relación calidad-precio es acertada. Calidad buena	1
No lo volveria a comprar para agua salada. en el mar no he notado que este producto sea bueno...en agua dulce no lo he probado	0
Buena calidad. Calidad muy buena. Las compré por 27 y otras de otra talla por 21. Por eso no le doy 4*	1
La tuerca no vale. La tuerca no vale para un cassette shimano de 11 V, no encaja, no he podido usarla. Al menos la llave parece que es útil.	0
Bien. Hacen su función y además hay variedad de colores y con una bolsa. Me gusta y me va muy bien para trabajar las piernas en el gimnasio.	1
Buen material. Un producto normal a lo qye yo esperaba, estoy contento sibre todo con el tamaño, se le ve buen material.	1
Correcto. Todo perfecto, es lo que buscaba y el precio correcto, pero faltaban dos tornillos y sobraban otros...	0
Desmontadores zefal de calidad. Buenos desmontadores no los he probado todavía pero tengi otros iguales y van de lujo	1
Juan. Pues esperaba una mayor calidad del producto la verdad. Lo recibí ayer y el belcro que de una de las asas se ha descosido en el primer uso. Yo recomendaría otro corrector en lugar de este	0
Son demasiado pequeños. Es una pena que siendo tan bonitos sean de un tamaño tan ridículamente enano, de 8 anillos q trae el set, solo me valen dos, luego hay 3 que me quedan demasiado justos y no los puedo poner y los 3 restantes son para los nudillos de los dedos pq ese tamaño no le entra ni a la barbie	0
Se degradan pronto. Aparentemente tienen buena calidad/precio, pero después de unas 7-8 horas de juego han empeorado notablemente	0
Buen producto. De buena calidad y cumple su función	1
Buen producto. Buen producto por un buen precio..aconsejable ....... Compraré otro más para mi pareja...en ruta me falta probarla aún... seguimos mtb	1
Práctico pero algo complicado de ajustar bien. Las gomas que trae para ajustar no quedan muy bien y es difícil de sujetar correctamente al manillar	0
Otra correa rota, y van 3.... Una vez más tengo que cambiar de correa, esta ha sido el colmo. comprada en Julio de 2017, desde enero de 2018 hasta la semana pasada he estado usando otro gps con lo cual tiene seis meses de uso y ha vuelto a romperse. Gran GPS de Garmin con unas correas dignas de los chinos...	0
Belén. Es Fácil de colocar y da el uso para el que está destinado. Buena compra, aguanta perfecta mente el peso	1
estan bastante bien. son muy ligeros y traspirables a la vez que por la palma agarran muy bien, por el precio parecen que van a resultar	1
Se desconecta. Yo lo utilizo en un MacBook Pro de 2017 y se desconecta constantemente y cada vez va a peor. Hay q apagarlo y encenderlo todo el tiempo	0
Bolsa para piscina y gimnasio amplía. Mas grande de lo esperado y sin bolsillos por dentro para la distribución. Pero no está nada mal, buen material.	1
Compatibilidad con el V650. La batería se acaba muy pronto pero es el único compatible con el V650 a parte de los originales de Polar y uno de Topeak que está descatalogado. Por lo demás funciona bien.	1
Clienta insatisfecha. Nunca me llegó el pedido, este provedor funciona de pena, ni se ha preocupado por confirmarme dónde se encuentra mi pedido...	0
Calidad-precio aceptable. Es cómodo, hace su función. Se desinfla un poco pero en general está bien	1
Correa endeble. Producto original a un precio muy competitivo, pero valoro con 3 estrellas porque es la tercera que tengo; dura de media 1 año antes de romperse. Un reloj premium debería tener una correa mejor.	0
Estafa. Cuando te llega el reloj ves porque es tan barato... Ya de primeras ni su caja es suya, NO trae cámara, es imposible sacar la carcasa de abajo para poner un micro SD. Los comentarios que hay deben de ser de otro reloj el cual vendieron en otro momento y ahora venden este con los comentarios tan buenos que tenia el otro, decepción total de producto. Además el envió fue muy lento. No cometáis el mismo error que yo al comprar este reloj.	0
Buena pero estrecha. Colchoneta muy ligera y muy cómoda de llevar en la mochila. Problema que es muy estrecha y a la mínima que te giras te caes de ella.	0
Lamentable la entrega y el mareo del vendedor. Llevo tres semanas con la bici, una se jodio en el transporte y ni me la entregaron, a la semana me entregan una con la cesta rota y la caja con golpes por todos lados y destrozada, me la vuelven a enviar a la otra semana y la recibo sin cesta! Y ahora para mas inri, no me pueden hacer otro reemplazo y que recibire el dinero del reembolso dentro de 3 semanas... en fin, con la de dinero que tiene amazon decepcionante la politica de reembolso despues de lo que llevo gastado con ellos... en fin, un cliente menos.. no pongo -5 estrellas porque no se puede..	0
Calidad floja. La relación calidad precio para mi no fue la adecuada. Esperaba más, ya que en las fotos parece muy bien acabada y con mucho detalle.	0
Cumple con su función.. Está muy bien y va genial para masajear la espalda, lo único malo es que dependes del cable, una bateria no le vendria nada mal. No voy a decir si reduce o no el vientre o si quema grasas, lo uso para masajear la espalda o las piernas.	1
Buena calidad y rapidez. Muy rapidos, buena calidad, se corresponde a lo anunciado. Son comodas de de tacto agradable. Gracias	1
Me entra agua. Lo he intentado varias veces pero por el ojo derecho me entra agua si o si. No es la primera vez que compraba Zoggs, pero estas no cierran bien	0
Muy justito en calidades, pero cumple su función correctamente. Muy justito en calidades, pero cumple su función correctamente	0
Funciona pero a ojo. Hace su funcion pero sin la mas minima precision en el reloj que marca la presion.	0
Perfecto. Lo recomiendo. Lo que promete. Muy bien material a un precio razonable	1
